	Nationality	Date	Classification
115815	Cuban	1974	Design
115816	Cuban	1975	Design
115817	Cuban	1976	Design
115818	Cuban	1977	Design
115819	Cuban	1977	Design
115820	Cuban	1979	Design
115821	Cuban	1979	Design
115822	Cuban	1979	Design
115823	Cuban	1977	Design
115824	American	1940	Photograph
115825	American	1973	Photograph
115826	American	1992	Photograph
115827	American	1980	Photograph
115828	American	1970	Photograph
115829	American	1974	Photograph
115830	American	1992	Photograph
115831	Egyptian	2011	Drawing
115832	American	1986	Print
115833	American	2014	Video
115834	American	2014	Video
115835	American	2014	Video
115836	American	2014	Video
115837	American	2014	Video
115838	American	2014	Video
115839	American	2014	Video
115840	American	2014	Video
115841	American	2014	Video
115842	American	2014	Video
115843	French	1981	Design
115844	Italian	1981	Design
115845	Italian	1981	Design
115846	Italian	1981	Design
115847	Italian	1981	Design
115848	Italian	1981	Design
115849	French	1981	Design
115850	French	1981	Design
115851	French	1981	Design
115852	French	1981	Design
115853	French	1981	Design
115854	Italian	1981	Design
115855	Italian	1981	Design
115856	American	1947	Design
115857	American	1949	Design
115858	American	2014	Design
115859	American	1979	Photograph
115860	American	2014	Video
115861	American	2014	Video
115862	American	2014	Video
115863	American	2014	Video
115864	American	2014	Video
115865	American	2014	Video
115866	American	2014	Video
115867	American	2014	Video
115868	American	2014	Video
115869	American	2014	Video
115870	American	2014	Video
115871	American	2014	Video
115872	South	1977	Film
115873	South	1977	Film
115874	South	1978	Film
115875	South	1979	Film
115876	South	1982	Film
115877	Canadian	1991	Film
115878	Canadian	1994	Film
115879	Canadian	1996	Film
115880	Canadian	1999	Film
115881	Canadian	2004	Film
115882	Canadian	2008	Film
115883	Canadian	2010	Film
115884	Canadian	2014	Film
115885	American	2013	Film
115886	British	2013	Film
115887	American	2013	Film
115888	American	2013	Film
115889	Icelandic	2014	Multiple
115890	German	2014	Print
115891	French	2014	Multiple
115892	German	2014	Print
115893	British	2014	Print
115894	Egyptian	2014	Print
115895	Indian	2014	Print
115896	Polish	1972	Installation
115897	Polish	1972	Installation
115898	Polish	1972	Installation
115899	Polish	1972	Installation
115900	Polish	1972	Installation
115901	Polish	1972	Installation
115902	Polish	1972	Installation
115903	Polish	1972	Installation
115904	Dutch	1971	Photograph
115905	American	1982	Photograph
115906	American	1987	Photograph
115907	American	1978	Photograph
115908	British	1978	Photograph
115909	American	1968	Photograph
115910	American	1991	Photograph
115911	American	1986	Photograph
115912	American	2013	Drawing
115913	American	2006	Print
115914	Argentine	1961	Design
115915	Korean	2011	Architecture
115916	Argentine	1962	Design
115917	Argentine	1963	Design
115918	Argentine	1970	Design
115919	Argentine	1968	Design
115920	Argentine	1963	Design
115921	Argentine	1964	Design
115922	Argentine	1966	Design
115923	Argentine	1967	Design
115924	Argentine	1968	Design
115925	Argentine	1968	Design
115926	Argentine	1968	Design
115927	Argentine	1968	Design
115928	Argentine	1964	Design
115929	Argentine	1966	Design
115930	Argentine	1970	Design
115931	Argentine	1966	Design
115932	Argentine	1970	Design
115933	Argentine	1971	Design
115934	American	1960	Architecture
115935	Venezuelan	2009	Drawing
115936	American	1964	Print
115937	American	1964	Print
115938	American	1964	Print
115939	American	1964	Print
115940	American	1964	Print
115941	American	1964	Print
115942	American	1964	Print
115943	American	1964	Print
115944	American	1964	Print
115945	American	1964	Print
115946	American	1964	Print
115947	American	1964	Print
115948	American	1964	Print
115949	American	1964	Print
115950	American	1964	Print
115951	American	1964	Print
115952	American	1964	Print
115953	American	1964	Print
115954	American	1964	Print
115955	American	1964	Print
115956	American	1964	Print
115957	American	1964	Print
115958	American	1964	Print
115959	American	1964	Print
115960	American	1964	Print
115961	American	1964	Print
115962	American	1964	Print
115963	American	1964	Print
115964	American	1964	Print
115965	American	1964	Print
115966	American	1964	Print
115967	American	1964	Print
115968	American	1964	Print
115969	American	1964	Print
115970	American	1964	Print
115971	American	1964	Print
115972	American	1964	Print
115973	American	1964	Print
115974	American	1964	Print
115975	American	1964	Print
115976	American	1964	Print
115977	American	1964	Print
115978	American	1976	Multiple
115979	American	1976	Multiple
115980	Venezuelan	1967	Design
115981	American	1972	Design
115982	Chilean	1971	Design
115983	Chilean	1971	Design
115984	Chilean	1971	Design
115985	Chilean	1972	Design
115986	American	1964	Print
115987	Puerto	1968	Design
115988	American	1968	Design
115989	Puerto	1969	Design
115990	American	1967	Design
115991	Puerto	1968	Design
115992	Puerto	1968	Design
115993	Puerto	1970	Design
115994	Puerto	1968	Design
115995	American	1967	Design
115996	American	1968	Design
115997	American	1968	Design
115998	Puerto	1967	Design
115999	Puerto	1968	Design
116000	Puerto	1968	Design
116001	Puerto	1968	Design
116002	Puerto	1972	Design
116003	American	1966	Design
116004	American	1964	Design
116005	Puerto	1968	Design
116006	American	1965	Design
116007	American	1966	Design
116008	Puerto	1968	Design
116009	American	1964	Design
116010	American	1970	Design
116011	American	1952	Design
116012	Puerto	1955	Design
116013	American	1973	Drawing
116014	American	1973	Drawing
116015	American	1961	Design
116016	American	1955	Design
116017	Dutch	2014	Architecture
116018	Dutch	2014	Architecture
116019	Dutch	2014	Architecture
116020	American	1973	Drawing
116021	American	2003	Video
116022	American	1997	Video
116023	American	1968	Video
116024	French	1983	Film
116025	French	1992	Film
116026	Russian	1994	Film
116027	Japanese	2002	Architecture
116028	Japanese	2005	Architecture
116029	Japanese	2011	Architecture
116030	Japanese	2008	Architecture
116031	American	2005	Illustrated Book
116032	Japanese	2004	Architecture
116033	Indian	1966	Design
116034	Venezuelan	1978	Design
116035	German	1980	Illustrated Book
116036	German	1984	Illustrated Book
116037	German	1985	Illustrated Book
116038	German	1986	Illustrated Book
116039	German	1987	Illustrated Book
116040	German	1988	Illustrated Book
116041	Israeli	2013	Architecture
116042	Israeli	2013	Architecture
116043	Israeli	2013	Architecture
116044	American	2014	Design
116045	American	2014	Design
116046	American	2014	Design
116047	American	2014	Design
116048	American	2014	Design
116049	American	2014	Design
116050	French	1964	Illustrated Book
116051	Cuban	2000	Performance
116052	American	2002	Video
116053	Iranian	2007	Video
116054	Iranian	2013	Video
116055	Iranian	2014	Video
116056	Iranian	2012	Video
116057	Iranian	2014	Video
116058	Brazilian	2005	Video
116059	British	2009	Video
116060	Croatian	1986	Photograph
116061	Brazilian	1978	Design
116062	French	1879	Print
116063	American	1938	Mies van der Rohe Archive
116064	American	1938	Mies van der Rohe Archive
116065	American	1939	Mies van der Rohe Archive
116066	American	1939	Mies van der Rohe Archive
116067	American	1939	Mies van der Rohe Archive
116068	American	1944	Mies van der Rohe Archive
116069	American	1944	Mies van der Rohe Archive
116070	American	1944	Mies van der Rohe Archive
116071	American	1944	Mies van der Rohe Archive
116072	American	1944	Mies van der Rohe Archive
116073	American	1960	Mies van der Rohe Archive
116074	Various	1988	Illustrated Book
116075	Indian	1970	Photograph
116076	Indian	1970	Photograph
116077	Indian	1970	Photograph
116078	Indian	1970	Photograph
116079	Indian	1970	Photograph
116080	Indian	1970	Photograph
116081	Indian	1970	Photograph
116082	French	1973	Photograph
116083	Dutch	1971	Photograph
116084	American	1971	Photograph
116085	American	1971	Photograph
116086	Italian	1971	Photograph
116087	American	1971	Photograph
116088	American	1971	Photograph
116089	French	1971	Photograph
116090	French	1971	Photograph
116091	French	1971	Photograph
116092	French	1971	Photograph
116093	Dutch	2014	Design
116094	American	2015	Print
116095	American	2015	Sculpture
116096	American	1982	Design
116097	American	1977	Design
116098	American	1979	Design
116099	American	1979	Design
116100	American	1981	Design
116101	American	1980	Design
116102	American	1933	Film
116103	Various	1994	Periodical
116104	German	1910	Photograph
116105	German	1913	Photograph
116106	German	1925	Photograph
116107	German	1913	Photograph
116108	German	1912	Photograph
116109	German	1913	Photograph
116110	German	1912	Photograph
116111	German	1913	Photograph
116112	German	1914	Photograph
116113	German	1912	Photograph
116114	German	1912	Photograph
116115	German	1912	Photograph
116116	German	1892	Photograph
116117	German	1911	Photograph
116118	German	1914	Photograph
116119	German	1911	Photograph
116120	German	1912	Photograph
116121	German	1925	Photograph
116122	German	1911	Photograph
116123	German	1913	Photograph
116124	German	1925	Photograph
116125	German	1912	Photograph
116126	German	1927	Photograph
116127	German	1923	Photograph
116128	German	1914	Photograph
116129	German	1926	Photograph
116130	German	1920	Photograph
116131	German	1920	Photograph
116132	German	1925	Photograph
116133	German	1925	Photograph
116134	German	1926	Photograph
116135	German	1926	Photograph
116136	German	1927	Photograph
116137	German	1920	Photograph
116138	German	1912	Photograph
116139	German	1920	Photograph
116140	German	1913	Photograph
116141	German	1921	Photograph
116142	German	1919	Photograph
116143	German	1920	Photograph
116144	German	1928	Photograph
116145	German	1940	Photograph
116146	German	1920	Photograph
116147	German	1913	Photograph
116148	German	1914	Photograph
116149	German	1925	Photograph
116150	German	1919	Photograph
116151	German	1911	Photograph
116152	German	1927	Photograph
116153	German	1913	Photograph
116154	German	1911	Photograph
116155	German	1911	Photograph
116156	German	1911	Photograph
116157	German	1930	Photograph
116158	German	1911	Photograph
116159	German	1913	Photograph
116160	German	1913	Photograph
116161	German	1912	Photograph
116162	German	1913	Photograph
116163	German	1913	Photograph
116164	German	1919	Photograph
116165	German	1913	Photograph
116166	German	1922	Photograph
116167	German	1930	Photograph
116168	German	1952	Photograph
116169	German	1930	Photograph
116170	German	1930	Photograph
116171	German	1930	Photograph
116172	German	1925	Photograph
116173	German	1925	Photograph
116174	German	1920	Photograph
116175	German	1927	Photograph
116176	German	1913	Photograph
116177	German	1932	Photograph
116178	German	1925	Photograph
116179	German	1931	Photograph
116180	German	1931	Photograph
116181	German	1930	Photograph
116182	German	1920	Photograph
116183	German	1951	Photograph
116184	German	1951	Photograph
116185	German	1930	Photograph
116186	German	1932	Photograph
116187	German	1931	Photograph
116188	German	1926	Photograph
116189	German	1932	Photograph
116190	German	1932	Photograph
116191	German	1924	Photograph
116192	German	1925	Photograph
116193	German	1930	Photograph
116194	German	1926	Photograph
116195	German	1930	Photograph
116196	German	1930	Photograph
116197	German	1930	Photograph
116198	German	1925	Photograph
116199	German	1926	Photograph
116200	German	1911	Photograph
116201	German	1930	Photograph
116202	German	1911	Photograph
116203	German	1913	Photograph
116204	German	1911	Photograph
116205	German	1911	Photograph
116206	German	1927	Photograph
116207	German	1912	Photograph
116208	German	1926	Photograph
116209	German	1930	Photograph
116210	German	1930	Photograph
116211	German	1922	Photograph
116212	German	1927	Photograph
116213	German	1923	Photograph
116214	German	1929	Photograph
116215	German	1920	Photograph
116216	German	1930	Photograph
116217	German	1930	Photograph
116218	German	1920	Photograph
116219	German	1926	Photograph
116220	German	1930	Photograph
116221	German	1930	Photograph
116222	German	1926	Photograph
116223	German	1920	Photograph
116224	German	1913	Photograph
116225	German	1920	Photograph
116226	German	1940	Photograph
116227	German	1924	Photograph
116228	German	1938	Photograph
116229	German	1930	Photograph
116230	German	1929	Photograph
116231	German	1930	Photograph
116232	German	1930	Photograph
116233	German	1934	Photograph
116234	German	1928	Photograph
116235	German	1929	Photograph
116236	German	1925	Photograph
116237	German	1928	Photograph
116238	German	1925	Photograph
116239	German	1931	Photograph
116240	German	1911	Photograph
116241	German	1906	Photograph
116242	German	1920	Photograph
116243	German	1924	Photograph
116244	German	1929	Photograph
116245	German	1927	Photograph
116246	German	1936	Photograph
116247	German	1929	Photograph
116248	German	1929	Photograph
116249	German	1928	Photograph
116250	German	1928	Photograph
116251	German	1926	Photograph
116252	German	1926	Photograph
116253	German	1926	Photograph
116254	German	1929	Photograph
116255	German	1934	Photograph
116256	German	1927	Photograph
116257	German	1929	Photograph
116258	German	1912	Photograph
116259	German	1927	Photograph
116260	German	1914	Photograph
116261	German	1930	Photograph
116262	German	1929	Photograph
116263	German	1929	Photograph
116264	German	1929	Photograph
116265	German	1932	Photograph
116266	German	1929	Photograph
116267	German	1927	Photograph
116268	German	1945	Photograph
116269	German	1930	Photograph
116270	German	1929	Photograph
116271	German	1929	Photograph
116272	German	1929	Photograph
116273	German	1925	Photograph
116274	German	1924	Photograph
116275	German	1928	Photograph
116276	German	1938	Photograph
116277	German	1938	Photograph
116278	German	1933	Photograph
116279	German	1928	Photograph
116280	German	1929	Photograph
116281	German	1935	Photograph
116282	German	1923	Photograph
116283	German	1923	Photograph
116284	German	1922	Photograph
116285	German	1930	Photograph
